tola,-0.9930219709310322
rupe_ka,-1.038309901913734
ko_sadqa,-1.0711851385304483
muft,-1.1036278989376151
elaj,-1.116380836463504
mil_kar,-1.1982344236605573
k_samnay,-1.0226036906430358
tauba,-1.1003210744345286
takay,-1.2176347598233248
tumhen,-1.0286052228325877
naseeb_ho,-1.1625945916438112
dunya,-1.1948684739452562
sathi,-1.1500089263090818
ho_gay,-1.071145105486672
rahman,-1.0442721838248992
banday,-1.1096076387962435
jahilon,-1.1274700756467784
kehtay,-1.125893105260074
ebadat,-1.0415819824694663
kartay_hain,-1.1293351167931338
kas,-1.1468160060455184
sunta,-1.128421880830354
takleef,-1.1241111617368424
dor,-1.176360920839406
karta,-1.2119436176046603
naib,-1.1262460307634472
ali,-1.252397343095854
ka_irada,-1.1455746791457124
karta_hai,-1.163453339774295
tau_wo,-1.0622329018898713
hojati_hai,-1.1124826300605595
century,-1.13605931353799
ki_badolat,-1.1703392334785705
hadaf,-1.0702865873796512
wickets,-1.1055553646930198
hasil_ker,-1.1004204791734207
jinho_ne,-1.1916588452998675
krta_hai,-1.210016041178766
sahaba,-1.0777811974934792
ki_manind,-0.9896279362667437
apni_taraf,-1.2541687807385167
ko_hidayat,-1.0231592190648677
me_cng,-0.8373649866101224
stations,-0.9289703235010436
july_ko,-1.170036567481912
bund,-1.239675519489858
nahe,-1.1223750508067667
honge,-1.085922831162447
darmiyan,-1.0172418240129717
milnay,-1.0156122526301745
naseehat,-1.0003278323675273
baad,-1.1722946093437845
rakhay,-1.0955887138056628
rakhnay,-1.0451424164920748
k_electric,-1.1564134775902306
fitar,-1.0005789419269087
aakhir,-1.1238824603453959
ki_saza,-1.2247711560872758
sal,-1.1260806848157145
lakh,-1.1646834056017916
ghar_walon,-1.1068158460760964
mardon,-1.0849217101424382
khawateen,-1.090923776460381
maghfirat,-1.2088850750258948
ramzan,-1.2349431005176512
aakhri,-1.1539344811334682
aamaal,-1.1042651354968536
mubarak,-1.1517157612890123
dua_karen,-1.090839282679151
series,-1.1538846420746898
aanay,-1.1475390368156173
barish,-1.2468679597234635
system,-1.1461917239658859
dakhil,-1.10907387265547
match,-1.1903874480550067
k_bawajood,-1.0223352511760773
petrol,-1.084991797956558
ki_qeemat,-1.0473982704134364
me_rupay,-0.9135581260117127
paise,-1.048874069725481
fee,-1.0001139772798573
ka_elan,-1.1036055060076517
hartal,-0.9978752826065529
kare_ga,-1.185867601901707
rukawat,-1.1832396598635126
aney_se,-1.0874007027637314
doctor,-1.118473292185833
rs,-1.1410726906848812
karein,-1.2524499296283709
bhee,-1.1071941474419247
dg_rangers,-1.086796031198388
insaf_ki,-1.2076662343811169
call,-1.1023497246819938
le_li,-1.0074055125387509
sarko_per,-1.0500748141097649
ppp,-1.1348024443035072
pml_n,-1.1285637039072507
pti,-1.1329402224886072
salman,-1.2742704653838957
st_sep,-0.9472844112698122
pabandi_hatanay,-1.0596660613882842
international,-1.1828249074607788
khel,-0.9924619400911134
petrol_rs,-0.7622612973419254
diesel_matti,-0.7665893623957969
ka_tail,-0.7463273272877851
rupay_fi,-0.9395555115560648
honay,-1.2211838734345677
qeemat,-1.1157152840129536
ho_gai,-1.187800082634366
operation,-1.140369474444868
k_khilaf,-1.1452165802492673
scheme,-1.2497865111784099
mukamal,-1.1962099727453603
aitamad,-0.9703512496819454
rabta,-1.0559500199720973
karain,-1.2049397033463312
band,-1.1534196435009745
tumhe,-1.0999302002761295
kehti,-1.1261263835534254
over,-1.0448767826248573
pakistanio,-0.9971055121012555
china,-1.2282868814419687
cutting,-1.1385026982119657
banaye,-1.1661391460562651
jane_wale,-1.15004382851774
makanat,-1.0084173546272068
diye,-1.1523911756000773
bayanat,-1.0311878610349767
zulfiqar_ali,-1.1308992322747324
bhutto,-1.1108418306855854
ki_shakhsiyat,-1.0706818213348082
atni,-1.116471345365172
bhar_pur,-1.109347277414566
khaiz,-1.157120876370333
tareekh,-1.121777567898571
app_nay,-1.2057301556103095
itnay,-1.1270879875108593
asrat,-1.0116747300882898
kai,-1.1639123798943265
kay_walid,-0.9600884805627543
sir,-1.1470096268334886
bhutto_nay,-1.0218437367632947
taleem_o,-1.1552379045468273
tarbiat,-1.196850557219698
tawajah,-1.2447119331220156
thay,-1.171107817943995
tulba,-1.1130360005430373
hissa,-1.173679498371986
talib,-1.0750776538788989
october_mein,-1.129418280007882
unhain,-1.261949583104588
uno,-1.0376799307589157
wafad,-0.9756763948065779
quaid,-1.2086921262753036
russia,-1.0911423309817772
america,-1.1886725234243762
kay_silsilay,-1.0102264717973797
pesh_kiya,-1.1456540672610311
iss_daur,-0.9794535496875372
ayub_khan,-1.16915790195642
jatay,-1.1114995128086336
manzoor,-1.1907036757852651
dast,-1.0407814412742027
general,-1.2192209240917564
nay_unhain,-1.1220336088356364
hilal,-1.0518477679886484
sab_say,-1.18825003661765
wazir,-0.9174644623099033
kharja,-1.1029822042163888
wazir_e,-1.1060131296079256
ki_hasiat,-0.9449069104641997
unhon_nay,-1.1212322977467135
block,-1.265768329388041
kay_sath,-1.110196062071811
khus,-1.0459558450022284
taluq,-1.175298248157549
qaim,-1.256617871336043
dosti,-1.1666974240934835
peshraft,-0.8905918765858344
honay_walay,-0.987274630200026
ka_jazba,-1.160176853845848
tay,-1.1282842779661595
iss_tarah,-1.1655308753220577
bhutto_kay,-1.119651942013315
unkay,-1.0965012112696266
aala_taleem,-1.2102498218706357
markazi,-1.207715825142054
jama,-1.2279150043208484
siasi,-1.138900622817143
jaddo_jahad,-1.1373803211365108
khatoot,-1.1151606176808633
duniya_mein,-1.169523128699786
jaah,-0.9407939941751751
mansab,-1.1722526378137335
vladimir_putin,-1.1718301676166727
ke_jaise,-0.786362498953514
auhdey,-1.1215507232425919
kar_rahe,-1.1917954145909284
aik_taraf,-1.1291421693446526
arts,-1.2815400040420994
na_sirf,-1.1782189603680144
lagao,-1.1425301450696583
dawn,-1.0954789175736583
dosri_janib,-1.1325511227180645
ka_hamil,-1.0880000760069881
politics,-1.2122124430408139
taleem,-1.1429859218749296
ke_maidan,-1.1111979424546534
se_piche,-1.0763609298196617
rahe,-1.17436619996577
qanoon,-1.1370071864233646
ke_bad,-1.1260905982873886
doctorate_ki,-1.0435762809344344
degree,-1.157004476714966
deputy,-1.1753195675606047
mukhtalif,-1.28331440109573
faiz,-1.0873916109544908
rehne_ke,-1.0562268513149766
russian,-1.1125482437830074
prime_minister,-1.154649309071218
aur_usi,-1.208535201328838
se_istefa,-1.0705713682321625
dete_hue,-1.139665217054679
qaiym,-1.1331429748823783
maqam,-1.1945895397470745
muqarrar_kiya,-1.1989215308643262
kamiyabi_hasil,-1.1297343014220318
ke_mutabiq,-1.1300763720944684
azam_o,-0.9354541254163965
kamiyabiyon,-1.0498086033780265
behad,-1.2173310999839275
ada_kiya,-1.2723621787866677
maghrabi,-1.1116432319126883
guzre,-1.0047834457903426
kaha_jata,-1.2887426784359866
siyasi,-1.1855581496817877
sonia_gandhi,-1.2249625235144024
duniya,-1.2137830411748438
jamhoriyat,-1.1165795374213583
bharat,-1.1215796490287984
taqatwar,-0.9925343421027714
wazarat_e,-1.0620233751133747
uzma,-1.2144501474688705
politician,-1.0967513903277568
gandhi,-1.1632546962455923
shadi,-1.1723656344979392
ikhteyar_kar,-1.1769939425582714
li,-1.156421491498491
ibteda_mein,-1.0563349774548876
bharti,-1.2424684811011721
malbosaat,-1.0604223685822043
zara,-1.1797859783440738
aik_dafa,-1.1496623559929022
shaey,-1.0192581276576853
jaisa,-1.1782152920530575
waisa,-1.0351351079528373
banne,-1.1750966624384451
bal_ke,-1.193861862701269
dekhte,-1.179163797290781
zabardast,-1.2097873115001812
hindi,-1.1029819173829516
bolne,-1.0354748564500362
se_pocha,-1.1567365440601642
barhe_barhe,-1.196739216441898
dene,-1.240875387023613
deti_hai,-1.1731092477655947
kehna_tha,-1.0220602885043413
kamane,-1.0569801858504004
afraad,-1.1785366970970643
lete_hain,-0.9774805203365383
kamana,-1.1741000339024037
haia,-1.2089177076799258
baaz_auqaat,-1.134103364658872
auhdey_par,-1.110228447977474
kar_dene,-1.1500443421929827
ikhtetam,-1.0808249594954606
pazeer,-1.1737968520868587
wapsi,-1.0784255769659599
shuro,-1.1164425916506093
cnic,-1.1142177677990819
aap_apnay,-1.1578330525201794
check,-1.1423708933956318
afrad,-1.130056347967476
black,-1.2144135801581202
list,-1.1382618951557673
committee,-1.1701376562900068
wizarat_e,-1.0206797873269857
dakhla,-1.0522180251205342
ecp,-1.0661711808953263
darkhast,-0.9640563596240702
qaum,-1.155414172456618
pak_army,-1.1154553706993586
bar,-1.139079875743183
mulaqat,-1.1871099647298744
khandan,-1.204829625218786
humen,-1.1766079720853981
taqseem,-1.2751946517414057
nhi_kia,-1.1501303633613273
ja_sakta,-1.184278658258861
test,-1.1675172417857897
ranking,-1.0253601714563407
bowling,-1.1150025302784372
dusray,-0.991071741526539
aur_misbah,-1.0369719426654829
ul_haq,-1.0766652439378368
position,-1.1516209162962923
st,-1.109591216050173
test_match,-1.0966896004442799
south_africa,-1.280608419004142
shikst,-1.0832913909199384
balochistan,-1.181178927517266
tanzeem,-1.2130908326371146
sardar,-1.0780711170008097
muqarar_kar,-1.0144517882982185
diya_gaya,-1.238099990177863
kare,-1.1447849045042424
har_din,-1.0982919437067982
khushian,-1.0512896886394818
tarha,-1.2274263768023799
barhti,-1.1504772325057373
rahin,-1.1888489529100053
sehat,-1.2339650795940127
taleemi,-1.1260783493134334
noshi,-1.0185518242043496
now,-1.0674258354666435
which,-0.9514610934455807
intikhab_alam,-1.198723910458564
talaq,-1.076506416167164
ki_waja,-1.1242995589833398
mazi,-1.1443447056089868
haftay,-1.1948845910864876
elan,-1.1856495155628726
karnay,-1.2217867544370826
daily,-1.0336934923040644
mail,-1.1702673493142393
mumtaz,-1.1944127465661363
islamic,-1.0378303527630566
scholar,-1.100482164946137
maulana,-1.1579089883232847
inteqal_kar,-1.1600644382011167
november_ko,-1.1674521562002484
zati,-1.2195753050897542
bayan,-1.1449349954144958
bazi,-1.080576265746841
rok_diya,-0.9670436923870193
karwai,-1.1503073725646986
target_killer,-1.0078932151861444
kay_liye,-1.1106504467819485
aik_lakh,-1.0589598169334509
dollar,-1.1837309009709316
ku,-1.1693697367067148
oct,-0.6825208937157917
sakty,-1.1162000393438587
win,-1.1628599409933424
sub_ko,-1.203402426288119
yaad_aa,-1.137426554861922
punjab,-1.2117129385822316
kpk_main,-1.075998661025055
unhon_ne,-1.1388056164066136
sub_sy,-1.0599538441684588
player,-1.204201703363987
ka_izaz,-0.9473168850726723
baja,-1.1271040914910393
service,-1.1420627976569455
bahal_ho,-1.085605316964993
jaya,-1.1810679977599645
muharram,-1.0299718443882793
subah,-1.2311197532434144
internet_service,-1.0889652724518006
pta,-1.1535458761279112
notification,-1.0827673740692028
adalat_ne,-1.0333921016237932
karkun,-1.173657763484143
nasir,-1.14344979182691
shahid,-1.1496127581607738
roz,-1.156957085794286
hawalay_kar,-0.9323490331952203
ussey,-1.0229062785190135
batsmen,-0.9588264924250016
boycott,-1.0978614657882209
qoumi,-1.102483480356172
kpk,-1.0987525437436145
main_shamil,-1.0990405665370884
karim,-1.2003637254715829
khan_ne,-1.243793680482442
san,-1.0293318825762001
education,-1.1456026472820402
wazarat,-1.113065225015368
gaaye,-1.0854727521403744
aik_kamyab,-1.040320994456706
military,-1.0654191737370065
academy,-1.0903142158064776
long,-1.1645104336255856
out,-1.128569415493475
package,-1.1073016017566717
fi,-1.0515615007115686
kardi,-1.2166658446973764
insidad_e,-1.0654473924262144
dehshatgardi_ki,-0.9058058099165518
sector,-1.0486089073960714
rangers,-1.158993480371528
imam,-1.0125708148460963
security,-1.1335629677677992
maidan,-1.2086109728902543
jalsay,-1.088287052883902
naray,-0.9807281541777317
masail,-1.0935086548801443
jayega,-1.1023888953170355
naya,-1.178468171322688
chairman,-1.029220004081055
ala,-1.1291528145414964
fia,-1.1108064736536174
chapa,-1.1281582157834031
khatoon,-1.2481270289016946
jaali,-1.127963510753336
banane,-1.1503484218277793
muhammad,-1.155252352495585
sadiq,-1.1259468551733605
mqm_k,-1.1442761387378326
danish,-1.0605179857362288
qarar_diya,-1.148483134416636
team,-1.1583793057972245
gya,-1.129333289619264
zarorat,-1.1148102201424173
hospital,-1.1902986448691693
janay,-1.1166943166607197
ka_khatra,-1.002315160725039
mufeed,-1.0993995037309463
zabardasti,-1.15263773007407
wasool,-1.0414764644706964
bator,-1.2222206459324843
banana,-1.1352052204996097
anasir,-1.0970699013217131
ko_shikast,-1.2074606742868572
denge,-1.1085772300621688
lakhon,-1.2088324891301647
sheher,-1.0793851623005575
rawana,-1.1686230035036909
mushkilat,-1.1989421883359241
lagy,-1.0295746331997178
lo,-1.1840693342898119
buland,-1.2462148070453878
deny_wala,-1.0377196956954462
hazrat_ali,-1.0531817943680937
ra,-1.2316615330625915
mah,-1.1639149325731017
mil_gai,-1.0695550799562599
rpt_jokhio,-1.181345902898162
rooh,-1.183808360629076
mutmain,-1.0305511180795428
zameer,-1.0269459796514167
rehnuma,-1.232549698157091
babar,-1.1545675957616757
awan,-1.043797346884514
asif,-1.1764540984053176
zardari,-1.083665014507834
se_mulaqat,-1.2506406546238125
door,-1.1013660996611843
yaqeeni,-1.1358021049289828
ahem,-1.1862374622394642
zimedari,-1.1290558854701673
gia,-1.210163371857085
asal,-1.2435763169119907
khush,-1.1097524901212448
september,-1.1438105223868613
mulk_bhar,-1.0808192070643547
beshtar,-1.1726399356920623
elaqon_me,-1.0883263577074431
apne_mulk,-1.0616861929472483
lana,-1.151315354709939
youth,-1.1039841960852443
business,-1.1637096604563182
cricketers,-1.1731716017949
hasan,-1.1161035705489744
super,-1.1674734645265823
ki_khwahish,-1.024314644222965
zahir,-1.2138992516611111
krdi,-1.1459127952834025
big,-1.075027068748141
ayaz_sadiq,-1.1089968551219436
manzor,-1.084095352558723
election,-1.1550406693029895
ki_ijazat,-1.1606574630169575
governor,-1.27724165663859
aala_hukkam,-1.082565371976547
shareek,-1.1318482830660692
projects,-1.0570740501878455
arab,-1.1583868840652132
rupay,-1.1434007111901523
leg,-1.123240046963074
wicket,-1.0741680802842344
test_cricket,-1.0465126886813503
gas,-0.9277776839280727
ki_kami,-1.1368923298862803
puri,-1.196194090427317
pm_nawaz,-1.0626733137420625
n_league,-1.0855865268141291
sabiq,-1.1241904734848787
ticket,-1.0561364966024183
mian,-1.2053109659572323
aslam,-1.080598986157396
action,-1.2317268311318255
plan,-1.198211872889231
taiz,-1.381745713799394
data,-0.9455621901498297
online,-1.1859373583551964
madaris,-1.1802731999621832
press,-1.1707479666034
shab_e,-1.1005831130103245
baghair,-1.1639757059261473
hisab,-1.0958150430270295
may,-1.1317927561624728
bahut,-1.065152971419464
september_ko,-1.1139815276833631
aaye_ga,-1.0202690975519249
raha_hai,-1.2141156366225865
mout,-1.1674239850690156
larai,-1.0885038020347795
tayar,-1.2497148543861714
pas,-1.1789763810136389
authority,-1.1189348533464214
dabang,-1.0730542166329784
barri,-1.091306683442789
baramad,-1.076184203281542
malir,-1.1091502771426978
mulziman_giriftar,-1.0878176312875183
medical,-1.1463021844049401
college,-1.1857624897197732
jali,-1.1435859470031473
dr_asim,-1.1380773209318789
ka_hath,-1.1977747908680947
ta,-1.1347225189239953
tawun,-1.024054869791599
karenge,-1.1835839181961798
town_me,-1.1037812064464707
ittehad,-0.9626090732050139
mulzim,-1.1253682717506461
amir,-1.1634248192002545
ghalti,-1.20833292742352
lehaza,-1.2196035258041615
unho_ne,-1.2309207456951028
sabaq,-1.087061249607621
seekha,-1.0085155581815635
sub_kuch,-0.9383285031237523
ki_sifarish,-1.0642267557930076
summary,-1.0098698855667665
degar,-1.128110402641805
jaraim,-1.0982397671253898
mulavis,-1.0810194304956127
hunay,-1.0497577947330852
usman,-1.2845162920441495
k_lia,-1.236667101069613
hawaly,-1.0660341408046947
shayd,-0.9302994933718329
mohabbat,-1.1882182178106253
muslim,-1.1897621123029698
tor_par,-1.174909123734844
ka_dawa,-1.2209560909154231
usko,-1.083093202067831
masajid,-1.119504820350131
nikaal,-1.130783109236529
sunnat,-0.9910875784514114
railway,-1.1773179651133505
karte_hue,-1.24557956950004
dhamaka,-1.0483838930351679
dehshat_gard,-1.0332040968268579
ki_dawat,-1.140575347654119
final,-1.2020886915914681
chahta,-1.0012728549661445
umeedwar,-1.078269176380706
khwaja,-1.006978426685233
halqon,-1.153248504452496
next,-1.1837075840713007
rukni,-1.0724830931675822
banany,-1.1202162740448762
arkan,-1.336318305867803
hongy,-1.07784381883842
mafi,-0.9407038164236031
sri_lanka,-0.9867601632744684
batsman,-1.257507954902822
kumar,-1.1643163975026185
ny,-1.1659129463845697
safeer,-1.0934733616259404
ki_peshkash,-1.1577313856943459
dehshat_gardi,-1.1439640033572853
khatam_kar,-1.1075409000157435
zarb,-1.0823740577954726
karega,-1.2001119592288032
tere,-1.1878858177848017
naseeb,-1.1675519332703042
milega,-1.104634401379893
sakte,-1.1170303807208988
khail,-1.1014793915989098
auqaat,-1.018154735196818
tail,-1.0559470721594695
geo,-1.0754925974999505
bal,-1.0901718386116124
shakhsiat,-1.1354633315597842
mar,-1.2252249722458222
jata_hy,-1.1928666918435187
rehti,-1.0096851870356123
afghan,-1.1460095017650973
sarhadi,-1.158122620781795
khudkush,-1.1157108238351086
ka_moqa,-1.1667270098925142
hazara,-1.0191847246374683
jayegi,-1.0093990625967082
mansoba,-1.0852473531286773
sarkon,-1.0724200322548874
ki_tameer,-1.1068337359725127
mumalik,-1.1521421232957163
talluqat,-1.066797765257571
istemal_karne,-1.1341507975680762
mushkil_tareen,-1.2016114464020564
peechay,-1.1565729727217344
deen,-1.215777490862721
rakho,-1.164769373625405
karwa,-1.117776638593886
pee,-1.1109623529891532
samet,-1.27879286498873
bhar,-1.1697340580155944
checking,-1.0656247073955243
se_zaid,-1.1314943439755263
tameer,-1.0943100017871061
surjani_town,-0.987242613315551
qurbani,-1.3157461372605934
janwar_ko,-1.106245052051045
pahle,-1.1355415044510457
taa,-1.1067089113133548
qurban,-1.1804439239778508
sawab,-1.172883684095442
tumhary,-0.9484681161257362
jan,-1.1735771007156734
rahy,-1.1303772621350339
aor,-1.1427006265557493
bardasht,-1.1702525586077277
aik_aham,-1.1447915219478733
dain,-1.169861299916518
rozana,-1.086814634418607
inshallah,-1.1562519885343914
ghaib,-0.9931474552166274
bane,-1.2061429937473627
fauji,-1.1276378449786193
ke_qayam,-1.1805409334792865
supreme_court,-1.2730782789329251
august_ko,-1.2190350224433535
taraki,-1.0252532002646264
jaye_ga,-1.1381561211901599
bethy,-1.1605590401637182
di_ja,-1.0769417400924466
kartay,-1.1605185145232075
khi,-1.148786693071162
adalat,-1.074198228275525
bare,-1.248998163867043
member,-1.1442046885398933
commercial,-1.0853473518592884
kilo,-1.2019054622590983
selab,-1.1056646632885725
rakhne,-1.1438334184374848
army,-1.169311219899585
fesla,-1.0239697228819014
raw,-1.0127574516695501
ka_mamla,-1.059723423432898
aqwam_e,-1.1665490759183903
ghor,-1.110380882903826
station,-1.1587624753933512
gul,-1.18668312120211
card,-1.2784892084380086
giraftar,-1.0290569820305844
duniya_bhar,-1.2027457379922708
ajj,-1.176169522258458
almi_din,-0.9595046606793103
tehrik_e,-1.151276629978642
insaf,-1.1579942415293023
fund,-1.0554978752072879
gey,-1.0360187817285285
suba,-1.1064891444952998
ki_farahmi,-1.0454874053959289
billa,-0.9877976569920047
sood,-1.1549354357954116
faraham,-1.234467647265549
high_court,-1.067541752630251
khelaf,-1.2114142222652762
tashkil,-1.044082905428806
hazar,-1.1539723254230696
logon_ko,-1.246449297273106
batain,-1.1627685771068674
bachen,-1.1065516943136484
istamal,-1.0931369728913065
khatra,-1.1160469677550966
sabar,-1.1184078941125264
karne_wale,-1.1555158122599916
k_bais,-1.1289250983858208
traffic,-1.1233648260430227
zarai,-1.0867637782046475
be_shak,-1.0256025392097325
mujhay,-1.1688669432919683
maar,-1.1514698952762916
magar,-1.1588576227176157
wahi,-1.1197609820598515
uthaye,-1.1239877383414032
new,-1.12794179206274
karengy,-1.0669748589848198
kharab,-1.153946248414285
car,-1.2039353844253275
gaari,-1.1107624769740898
number,-1.274958818926515
kar_liya,-1.1618930843574409
commission,-1.1523471082837227
report,-1.115135201830816
jaiga,-1.0719949909956086
qabil,-1.1945521954176523
farmata,-1.1360764435638973
krta,-1.1140803573874862
main_chahta,-0.9853652124970641
rupe,-1.1933873351957174
mir,-1.2374876011228901
nazar_aata,-1.0595965651076336
aagaya,-1.0958152598926116
line,-1.1107904336844832
sakay,-1.0306200671882033
blochistan,-1.0686518381290862
qiyam,-1.0783176483787864
paisay,-1.1479734463667293
unit,-1.0323809538008977
december,-1.2213738117744188
ary,-1.1121517695993093
group,-1.0969182588390576
kharid,-0.9750470043298827
likh,-1.176669140908473
karkay,-1.0552108786033307
fori,-1.0649419361239096
news,-1.2443294494923574
allama_iqbal,-1.2068662382013913
khazana,-1.0815987377295357
raqam,-1.1557900559610916
safar,-1.2003745357358655
fr,-1.067542652432084
university,-1.2198920942535527
billion,-1.0914990371044757
rupy,-1.179616137838604
ahmad,-1.0150935189164225
k_hawalay,-1.1391395616393472
song,-1.1127096117009472
otha,-1.018805769278459
me_ppp,-1.0051395938317633
phone,-1.1256309683379844
city_me,-1.070682180166196
jeet,-1.2148423048571264
their,-1.0810062602964339
on,-1.1974351737497821
doctors,-1.2580342911425237
secretary,-1.0439678701713502
khatam,-1.1899296661083927
karne_walo,-1.084734232293658
canada,-1.1447876287946097
laganay,-1.1337402742589004
par_pabandi,-1.1527147331872323
laga_di,-1.1632509831079783
bachon,-1.1613188019374967
rehta_hai,-1.188144384981764
baras,-1.2398976601475074
nihayat,-1.1372768236216373
yahan_tak,-1.2919741072324655
ghar_ghar,-1.0515805137477487
bilkhusoos,-1.1176563707236675
jumla,-1.0829218248164802
zabaan,-1.0575748802120437
khaas,-1.1370426410291101
o_aam,-1.118196237466791
tehreek_e,-1.2065469515903564
ki_hesiyat,-1.3188563581659463
maqsad,-1.1331621503705225
jaddojehad,-1.1254672152060827
misaal,-1.041722450725865
aik_naya,-1.1004430637475608
hasil_hua,-1.2025817011640605
tehreek,-1.1182925072138274
kirdar,-1.2228038786764157
muskurahat,-1.0883571355053518
us_waqt,-1.2109227227540997
jab_inho,-1.157319119156054
apni_zindagi,-1.2392721426257411
apne_bachon,-1.0943050913596015
ke_barey,-1.182172549517621
hamare,-1.1936041226568703
guftugo,-1.0905600577684003
kabhi_nahi,-1.1112762775305176
wo_aise,-1.1279442879056354
par_majboor,-1.0431915499277957
kitne,-1.1863037821504987
ache,-1.2063406836027988
insaan_hain,-1.0575050990638097
mera_khayal,-1.1719373652403706
andaza,-1.093359913400076
tassur,-1.0768476363063006
mizaaj,-0.9867446788780245
haqiqat,-1.2323304028848445
mulazim,-1.1285686668327395
kar_dete,-1.0501973713096864
samajhte_hain,-1.1400252753007638
siyasat,-1.214580476639142
aai_to,-1.0910568627089954
hooo,-1.0803447128778187
daal,-1.174201833234029
bhi_thek,-1.0214694689839714
kitchen,-1.1210024134999714
banao,-1.0446601379923472
reh,-1.1994539396230166
sakte_hain,-1.033965233609685
naak,-1.1713043087490667
azaadi,-1.0825723770539493
deti,-1.156671202962146
shayad,-1.1585009334473906
deegar,-1.2198465486520438
waldain,-1.1259751768297102
usool,-1.1849413369304336
shor,-1.1485480483453225
aasaan,-1.0859561785448233
ne_kaha,-1.157630933609723
baap,-1.2236070637320757
jaega,-0.991602737302517
sota,-1.0135089173292855
waldain_ke,-1.042364947744456
ho_jae,-1.0878804005768534
bachon_ko,-1.1451308420400899
parhta_hai,-1.0669181478569079
rehti_hon,-1.0730341808846204
minute,-1.0419381556040253
thehar,-1.0417320341811014
step,-1.0375387013405466
masaiyl,-1.0845621376402221
se_mutalliq,-1.0263182113801959
tawaqqa,-1.0857798111210015
choti,-1.1589867192088135
chezon,-1.0726943903522868
sabqa,-1.1456985968552482
bhala,-1.1411385035534765
ka_talluq,-1.048772103212467
barqarar_rakha,-1.1185419223344224
aksar,-1.1790612158043197
bano,-0.9473348307296341
bete,-1.0186910639090017
shadeed,-1.1818533575532184
khuwahish,-1.1006961111931972
honi_chahiye,-1.1427071484487656
maa_baap,-1.1621837784966003
kar_raha,-1.2753786928608093
samajhti,-1.12906260228161
kuch_log,-1.1375054654020758
se_mehroom,-1.157901473015982
ke_khuwahishmand,-1.033362375337514
ki_parwarish,-1.1222396540009278
se_ziyada,-1.1862672052723877
hairan,-1.0074762604100291
mujh_se,-1.1728416294183555
kaise,-1.1923194395778496
bache,-1.0999922268029712
taza,-1.1289098363752468
hawa,-0.9835533583329769
bakhsh,-1.2273738879033715
interview,-1.1600915632702695
yahan,-1.1996474281174385
mere_khayal,-1.2199952150758104
mauqa,-1.2256019878867346
milna,-1.0582980290854347
saken,-1.1233527696064882
tabdeel,-0.9378951547955429
yaadgar,-1.1666879504537315
bataya,-1.168900571359929
bohat_achi,-1.1321211344374498
wafaq,-0.9484320785577209
zair_e,-1.099654952489872
intezam,-1.288914698536069
fata,-1.1727453043087825
pehli_bar,-1.1123114110358026
azaad,-1.1897848458472366
hesiyat,-1.1869154616929953
samajhte,-1.1018360015783277
mission,-1.2302680163987914
samajhti_hon,-1.0836129827521699
mehsoos,-1.144802169497224
kaam_karna,-0.9089994289400893
halan_ke,-1.1691168737179378
yaqinan,-1.082696699218064
achi_tarah,-1.0736499580347607
fikar,-1.1619220492851503
dekhe,-1.1748532839739467
bagher,-1.0849419373576898
karti_thi,-1.0907647706064743
wale_din,-1.0358634820157246
bass,-1.1670499843465094
chal_raha,-1.0558547545999122
kisi_tarah,-1.0195075372366527
beth,-1.2623840248562388
us_din,-1.2322306348267065
family,-1.2203132763986368
mehaz,-1.1322335512872015
maujood,-1.09687306764046
channel,-1.0897945626506713
se_munsalik,-1.010477098179688
normal,-1.198662608807574
couple,-1.0343690035247797
mein_rehna,-1.0796080093516982
gharelo,-1.1366032073686232
jahan_tak,-1.1231005662777838
aik_dosre,-1.129992290435819
shaam,-1.1293022599716196
baje,-1.0312456584333938
batein,-1.0762683319908748
banai_gai,-1.0172087267017194
ka_hissa,-1.2308654830449215
nwfp,-0.9902333819995445
ka_khatma,-1.0358272467661969
ki_soorat,-1.0748003140543596
isi,-1.2566581361505373
waqif,-1.1129682841844113
isi_liye,-1.1848334344168414
ka_aaghaz,-1.1788506049480874
matlab,-1.2943358605795265
karongi,-1.0050414251384434
fitri,-1.051552331956369
man,-1.1258010292973692
poet,-1.0163472847896524
yeh_film,-1.1665840329344477
main_chahti,-1.1077178168452904
qeemti,-1.1318030154750194
pathar,-1.0912174604671094
nikalti,-1.2098531494046412
ho_saken,-1.0593273480483005
dubai,-1.075766016365825
khuwateen_ko,-0.9588768606734002
aura,-0.9644622254733585
fard,-1.1003220140599774
qabool,-1.1233547701679099
pora,-1.1556827771941935
piyar,-1.0675488524656953
mahaul,-1.0422636222970667
chez,-1.1482146605202599
walid,-1.2040395859045616
waldah,-1.1547833337820737
phool,-1.0265451099081158
subha,-1.1248998798188772
walk,-1.1711102055268368
aane_wali,-1.0862273873684074
leader,-1.1424933309902499
leti,-1.033638149122143
coat,-1.080895874098762
meri_shadi,-1.0206453363866463
shoes,-0.9855693642572843
lena,-1.281743643319836
bohat_acha,-1.252810146598698
lagta_hai,-1.1495518124491062
junoon,-1.067945510108456
had_tak,-1.2591294954431873
ka_khayal,-1.1783252119848704
bache_hain,-0.9929354749307154
kafi_tez,-1.1017095355264122
tez,-1.1554811776831553
daur,-1.078771462215957
jitni,-1.1957152690371748
bohat_pasand,-1.103118226419084
sweet,-1.2337230116465345
insani_haqooq,-1.1438783200577385
hami,-1.060841955746954
